Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
77230.0,1.16095677944219,1.26562134412589,-1.57647298025721,1.47298796375446,1.16217269118593,-1.01353235694257,0.658132826805829,-0.152623808873519,-0.847325937437016,-1.45249858044069,2.89392310118071,0.774149213595931,0.663505807827049,-3.33372064335903,0.523297806483319,0.897811290248433,2.68261263852543,1.26931414649474,-0.912261753152464,0.0024655760993466,-0.120364505513678,-0.204996852830505,-0.20318909502825,-0.282171529618779,0.785278136607787,-0.284957991484837,0.0583991252306462,0.0854358810909215,1.79
129648.0,-1.20014754964556,0.490852159694784,1.54645390563755,-0.706748433395062,-0.409053567731858,-0.466388135134507,0.0430700556374554,0.480194504732894,-1.38476681091734,-0.378411720472488,-1.66047962911797,-0.697182714302968,-0.682113976574986,0.288660803604072,-0.356900647761995,-1.08644143219598,-0.261315591622839,1.46306109257384,-1.87945468498466,-0.672306460213056,-0.256293631384451,-0.514857661129082,-0.283605191021212,-0.11345581997268,0.688070270311047,-0.626636404156415,-0.0529270756403298,-0.0277836647080815,24.0
47545.0,1.17671575912859,0.557090903443645,-0.490799622910899,0.756424293386678,0.2491915585394,-0.781870546568533,0.228750322026116,-0.0408400791377636,-0.432110564245139,-0.585778431385528,2.28193937592012,0.654566719272309,-0.310379432324912,-1.04370522504569,0.513750399321109,0.399177755263914,1.14313007770305,0.256013886486252,-0.511210088142662,-0.10277180482264,-0.0621660000083396,-0.128168129786567,-0.0401759895545737,0.110040347467026,0.437891432381746,0.368808854483266,-0.0182873480981415,0.0311734033163997,0.76
93888.0,-10.0406314557065,6.1391827154247,-12.9729718943545,7.74055544506762,-8.68470452840193,-3.83742916671056,-11.9077019040753,5.83327300056002,-5.73105424359056,-12.4389449056023,6.98988561330738,-16.218610393127,0.25330336584704,-8.72864506518152,-0.147529091109699,-14.1298545174931,-20.6850275533272,-8.48444905730181,4.85125513655685,-0.0822752254211996,2.82343143164188,1.15300501339169,-0.567342849673059,0.843011621641402,0.549937644887907,0.113891875585392,-0.30737499959267,0.0616306406149363,1.0
8808.0,-4.61721720415581,1.69569365346656,-3.11437220079491,4.32819855298178,-1.87325699086527,-0.989908135538263,-4.57726462658038,0.4722161584519,0.472016953377646,-5.57602263642415,4.80232276125089,-10.833164469314,0.104303875698575,-9.40542306160986,-0.80747786866047,-7.55234220350747,-9.8025617903912,-4.12062883466552,1.74050729036196,-0.0390459343384186,0.481829697240067,0.146023056445948,0.117038527549065,-0.21756459883966,-0.138776043706563,-0.424452881068275,-1.00204142597227,0.890780287970655,1.1
144808.0,-2.40520709191687,2.94382338959853,-7.61665422068905,3.53337387196109,-5.4174936280787,-0.112631914902059,-1.32937156302318,1.70941680752813,-2.32271560874193,-6.54098852025393,4.4045784815908,-4.93815929027047,-0.740984640079332,-7.46296062676276,0.534967659651097,-4.67103153190135,-4.47240325411649,-0.982089900241056,3.49006859270908,-0.338706731161814,0.652683371514066,0.414132296621078,0.0238690731255201,-0.260616387490787,0.405316462428397,0.0291067415861135,0.519806551904182,-0.469537113503405,667.55
78003.0,1.18102529077534,-0.361430093685621,1.02664549776514,-0.702021356297219,-1.14904353944398,-0.532561723498546,-0.618307635733044,0.0634696792596597,1.73930938817426,-1.13530326680952,0.137343726552588,1.13069240315728,0.252177659292617,-0.174542910070911,1.45965546732485,-0.847330897178886,0.230795405048623,-0.412911781937041,0.0723380796013229,-0.144350594006226,0.0409566278260316,0.418997521276311,0.0296771129502154,0.434334319018611,0.396412349777351,-0.678319349881675,0.112977935617743,0.0359822498639205,1.0
50592.0,-0.846880466205023,1.05510085681116,0.710036838124229,-0.220292541612827,1.16152606887408,-0.383634183620111,0.987296567590998,0.0504412982756685,-0.763131603337463,-0.128901981903757,0.959021884158597,0.461071478170863,-0.491998379910774,0.633253024714959,-0.383390276620164,-0.064993295130554,-0.667203622411379,-0.101242110641155,-0.79021905942719,-0.131113711561795,0.130528866010143,0.437280923287297,-0.321817641256913,-0.305603008421759,0.131048739471409,-0.467997383494704,0.247335465015812,0.165507478737511,0.99
162660.0,-0.186124679399928,1.40896759283275,1.21950997533292,4.15513095995417,1.2285283367177,3.39501515114088,-0.731848719515947,-0.861340037426733,-2.22154435058945,1.4714280331278,1.45498655460324,0.824670751399695,0.709089844801073,0.555583829812251,1.12568905776618,-1.10208261935017,1.12343550850017,-1.47981250663966,-0.0787216512984997,-0.188654148930968,1.58664848086127,-0.149633377357358,-0.269928974979911,-1.75058607520133,1.07442055092419,0.727794593436678,0.223285291985172,0.144219256424852,0.0
62341.0,-5.26775974325256,2.50671895922695,-5.29092481764433,4.8861341982102,-3.34318841087649,-1.10008548506579,-5.81050918581537,1.72634335514407,-0.749277159995058,-4.83482799462627,3.54601225001006,-7.75128547808951,-1.19569394502348,-10.0185024459282,0.29639612212368,-7.47716172698803,-9.78580026201852,-4.24397714797126,2.68112678165858,-0.286043269744833,0.764265624858483,0.473261684078133,0.54848172305712,-0.15685005182413,-0.71018694460215,-0.366422677340972,-1.48676592030738,0.677664104601632,1.1
